"Journ�e du 01/01/2013"																																	
"Donn�es d�finitives - France"																																	
"Heures"	"Consommation"	"Pr�vision J-1"	"Pr�vision J"	"Fioul"	"Charbon"	"Gaz"	"Nucl�aire"	"Eolien"	"Solaire"	"Hydraulique"	"Pompage"	"Enr thermique"	"Ech. physiques"	"Taux de Co2"	"Ech. comm. Allemagne"	"Ech. comm. Angleterre"	"Ech. comm. Belgique"	"Ech. comm. Espagne"	"Ech. comm. Italie"	"Ech. comm. Suisse"	"Fioul - TAC"	"Fioul - Cog�n."	"Fioul - Autres"	"Gaz - TAC"	"Gaz - Cog�n."	"Gaz - CCG"	"Gaz - Autres"	"Hydraulique - Fil de l?eau + �clus�e"	"Hydraulique - Lacs"	"Hydraulique - STEP turbinage"	"EnR thermique - D�chets"	"EnR thermique - Biomasse"	"EnR thermique - Biogaz"
"13:15"		53750	54400																														
"13:30"	53925	52800	53400	325	3670	1375	43591	1871	1854	7359	-61	678	-6740	80							30	208	87	-1	460	839	76	4057	2353	947	350	164	164
"13:45"		53000	53500																														
"14:00"	53886	53200	53600	326	3617	1385	43634	1860	1916	7122	-22	681	-6637	80	883	-2000	-1350	400	-2464	-1862	30	208	87	-1	460	849	77	3923	2189	1010	351	165	165
"14:15"		53150	53600																														
"14:30"	54045	53100	53600	451	3862	1421	43673	1886	1834	7005	-23	691	-6758	85							155	208	87	-1	460	885	77	3783	2133	1088	353	171	166
"14:45"		52600	53100																														
"15:00"	52988	52100	52600	414	3577	1369	43578	1954	1821	6355	-24	694	-6752	81	577	-1963	-1610	400	-2464	-2256	118	208	88	-1	460	833	77	3740	1759	855	350	175	168
"15:15"		51750	52200																														
"15:30"	52224	51400	51800	325	3720	1396	43619	2019	1642	6606	-41	692	-7756	82							30	208	86	-1	463	857	76	3809	1846	950	348	176	167
"15:45"		50950	51350																														
"16:00"	51459	50500	50900	325	3710	1296	43468	2180	1502	6122	-75	695	-7766	83	302	-1999	-1708	400	-2464	-2421	30	208	86	-1	460	758	78	3843	1633	645	350	173	171
"16:15"		50250	50600																														
"16:30"	50963	50000	50300	325	3691	1292	43489	2256	1310	6230	-75	687	-8245	82							30	208	86	-1	460	755	77	3864	1828	537	339	174	173
"16:45"		49450	49750																														
"17:00"	50383	48900	49200	330	3617	1284	43477	2280	1164	5818	-75	688	-8201	82	40	-2000	-1823	400	-2464	-2427	30	208	91	-1	461	746	78	3783	1703	331	339	174	173
"17:15"		48700	48950																														
"17:30"	49847	48500	48700	326	3672	1293	43587	2291	922	5692	-23	697	-8612	83							30	208	87	-1	459	756	78	3850	1484	357	352	170	174
"17:45"		48400	48600																														
"18:00"	50132	48300	48500	326	3811	1317	43750	2326	718	5597	-24	700	-8392	85	616	-2000	-1369	400	-2342	-2325	30	208	87	-1	459	780	79	3847	1434	315	354	172	173
"18:15"		48800	48950																														
"18:30"	50841	49300	49400	325	3623	1295	43722	2328	484	5700	-23	697	-7312	83							30	208	86	-1	459	756	80	4005	1563	132	353	168	174
"18:45"		50150	50200																														
"19:00"	52467	51000	51000	326	3933	1442	43862	2165	268	6748	-23	699	-6955	87	277	-2000	-1173	400	-2464	-2149	30	208	87	-1	459	903	80	4053	2133	561	352	172	174
"19:15"		50600	50600																														
"19:30"	52252	50200	50200	325	3930	1444	43823	2048	108	7317	-23	703	-7425	87							30	208	86	-1	460	905	80	4169	2476	671	358	171	173
"19:45"		49900	49900																														
"20:00"	51841	49600	49600	326	3911	1436	43894	1814	18	7393	-23	708	-7639	87	222	-2000	-1777	398	-2464	-1728	30	208	87	-1	461	896	80	4174	2523	696	363	171	173
"20:15"		49600	49600																														
"20:30"	51932	49600	49600	326	3883	1489	43891	1619	0	7625	-23	713	-7592	86							30	208	87	-1	460	954	77	4160	2788	675	370	169	173
"20:45"		49750	49750																														
"21:00"	50992	49900	49900	325	3692	1476	43933	1546	0	7144	-25	716	-7817	84	23	-2000	-2235	225	-2464	-1842	30	208	87	-1	459	941	77	4059	2666	418	368	175	172
"21:15"		48950	48950																														
"21:30"	49102	48000	48000	325	3379	1093	44171	1485	0	6465	-23	705	-8501	78							30	208	86	-1	459	558	77	3963	2265	236	364	168	172
"21:45"		47250	47250																														
"22:00"	47346	46500	46500	325	3453	777	43678	1455	0	5510	-24	706	-8533	80	1598	-2000	-2298	385	-2464	-1902	30	208	86	-1	459	242	77	3839	1670	0	363	171	171
"22:15"		46250	46250																														
"22:30"	47389	46000	46000	325	3117	668	43359	1427	0	5290	-24	712	-7487	75							30	208	86	-1	447	145	77	3781	1491	17	367	173	172
"22:45"		47600	47600																														
"23:00"	49643	49200	49200	325	3570	668	43623	1366	0	5986	-23	710	-6583	81	2751	-2000	-2356	-21	-2314	-1447	30	208	86	-1	447	145	77	3775	1630	581	369	168	172
"23:15"		48200	48200																														
"23:30"	48449	47200	47200	326	3071	667	43285	1248	0	5157	-24	711	-5994	75							30	208	87	-1	447	144	77	3592	1352	211	366	172	171
"23:45"		46700	46700																														
"RTE ne pourra �tre tenu responsable de l'usage qui pourrait �tre fait des donn�es mises � disposition"	" ni en cas de pr�visions qui se r�v�leraient impr�cises."																																
																																	
"Journ�e du 12/09/2013"																																	
"Donn�es d�finitives - France"																																	
"Heures"	"Consommation"	"Pr�vision J-1"	"Pr�vision J"	"Fioul"	"Charbon"	"Gaz"	"Nucl�aire"	"Eolien"	"Solaire"	"Hydraulique"	"Pompage"	"Enr thermique"	"Ech. physiques"	"Taux de Co2"	"Ech. comm. Allemagne"	"Ech. comm. Angleterre"	"Ech. comm. Belgique"	"Ech. comm. Espagne"	"Ech. comm. Italie"	"Ech. comm. Suisse"	"Fioul - TAC"	"Fioul - Cog�n."	"Fioul - Autres"	"Gaz - TAC"	"Gaz - Cog�n."	"Gaz - CCG"	"Gaz - Autres"	"Hydraulique - Fil de l?eau + �clus�e"	"Hydraulique - Lacs"	"Hydraulique - STEP turbinage"	"EnR thermique - D�chets"	"EnR thermique - Biomasse"	"EnR thermique - Biogaz"
"00:00"	47958	46200	47300	324	3251	670	43472	1168	0	4783	-512	699	-5899	79	576	-2000	-2300	-110	-2313	-2266	30	208	86	-1	448	146	77	3545	1238	0	364	163	171
"00:15"		45000	46100																														
"00:30"	45691	43800	44900	326	3408	670	43782	1146	0	5250	-839	697	-8750	80							30	208	87	-1	447	148	77	3495	1754	0	361	165	170
"00:45"		42500	43750																														
"01:00"	42980	41200	42600	325	2755	670	42934	1108	0	4672	-1054	697	-9129	72	-772	-1899	-2175	-20	-2313	-2595	30	208	86	-1	447	147	77	3363	1309	0	363	164	169
"01:15"		41500	42650																														
"01:30"	42506	41800	42700	325	2965	670	43333	1103	0	4554	-1112	702	-10035	75							30	208	86	-1	447	147	77	3407	1147	0	367	164	170
"01:45"		41450	42500																														
"02:00"	41845	41100	42300	325	2787	670	42982	1093	0	4464	-1118	703	-10064	73	-881	-1899	-2275	92	-2313	-2876	30	208	87	-1	448	147	77	3403	1061	0	364	168	170
"02:15"		40300	41600																														
"02:30"	41361	39500	40900	325	2838	670	43126	1054	0	4322	-1090	696	-10582	74							30	208	87	-1	447	147	77	3293	1029	0	361	164	170
"02:45"		38950	40000																														
"03:00"	39701	38400	39100	326	2640	669	42195	1072	0	4263	-1256	696	-10905	72	-1642	-1899	-2381	-660	-2313	-2900	30	208	87	-1	446	147	77	3249	1013	0	360	165	170
"03:15"		37800	38700																														
"03:30"	38838	37200	38300	325	2808	670	42566	1040	0	4226	-1542	698	-11953	75							30	208	86	-1	447	147	77	3274	952	0	361	166	170
"03:45"		36850	38000																														
"04:00"	38073	36500	37700	325	2681	668	42016	979	0	4277	-1540	699	-12035	74	-1700	-1899	-2382	-353	-2313	-2900	30	208	86	-1	447	146	77	3326	950	0	364	163	171
"04:15"		36500	37700																														
"04:30"	37941	36500	37700	325	2675	663	41925	923	0	4207	-1539	698	-11937	74							30	208	86	-1	447	140	77	3356	850	0	361	165	171
"04:45"		36950	38050																														
"05:00"	38364	37400	38400	325	2737	653	42072	900	0	4236	-1536	700	-11724	75	-1600	-1899	-2386	130	-2313	-2900	30	208	87	-1	447	130	77	3370	865	0	363	165	171
"05:15"		38000	39150																														
"05:30"	39742	38600	39900	325	2817	817	42395	848	0	4361	-1520	700	-11002	76							30	208	87	-1	446	295	77	3372	989	0	365	165	169
"05:45"		39550	40700																														
"06:00"	41523	40500	41500	326	3190	1125	42855	786	0	4539	-921	695	-11073	82	-588	-1527	-2300	907	-2313	-2850	30	208	87	-1	447	602	77	3400	1138	0	359	165	169
"06:15"		42150	43150																														
"06:30"	44656	43800	44800	325	3294	1403	42894	840	0	4924	-885	704	-8844	85							30	208	86	-1	447	880	77	3517	1407	0	368	166	169
"06:45"		45200	46600																														
"07:00"	48000	46600	48400	325	3965	1516	43964	817	0	5544	-25	701	-8809	92	58	-565	-2108	400	-1851	-2617	30	208	87	-1	446	993	77	3819	1574	150	367	165	167
"07:15"		47500	49150																														
"07:30"	49915	48400	49900	325	3858	1577	43631	784	1	5882	-21	692	-6818	90							30	208	86	-1	447	1055	77	3904	1803	174	360	164	167
"07:45"		49250	50700																														
"08:00"	51114	50100	51500	326	4038	1613	43888	709	48	6667	-20	683	-6840	92	1953	-1710	-1563	399	-2538	-2504	30	208	87	-1	460	1077	77	3906	2154	606	356	162	164
"08:15"		50550	52000																														
"08:30"	52224	51000	52500	326	4077	1772	43979	708	196	6821	-20	687	-6324	92							30	208	87	-1	476	1221	77	3916	2078	826	356	164	167
"08:45"		51450	52850																														
"09:00"	53181	51900	53200	326	3982	1883	44187	695	403	7232	-20	682	-6191	90	2078	-1868	-1286	400	-2527	-2249	30	208	88	-1	469	1336	78	3923	2304	1003	352	162	166
"09:15"		52500	53650																														
"09:30"	54063	53100	54100	325	3908	1904	44159	660	639	7226	-20	680	-5421	89							30	208	87	-1	468	1358	78	3937	2330	958	350	164	165
"09:45"		53200	54500																														
"10:00"	54141	53300	54900	328	3914	1904	44120	670	866	7451	-20	676	-5770	88	1514	-2000	-1551	400	-2257	-2252	30	208	89	-1	469	1359	77	4142	2418	890	351	162	161
"10:15"		53450	54750																														
"10:30"	54494	53600	54600	327	4086	1837	44156	680	1086	8181	-20	685	-6527	89							30	208	88	-1	468	1293	77	4258	2527	1396	357	166	161
"10:45"		53800	54650																														
"11:00"	54781	54000	54700	329	3823	1818	44089	718	1258	8278	-20	681	-6196	85	1058	-2000	-1550	400	-1741	-2320	30	208	91	-1	468	1274	77	4259	2600	1418	352	164	163
"11:15"		54150	54900																														
"11:30"	55099	54300	55100	329	3847	1908	44252	765	1445	8435	-20	669	-6532	85							30	208	90	-1	469	1364	77	4304	2665	1465	357	165	146
"11:45"		54500	55350																														
"12:00"	55572	54700	55600	328	3995	1840	44242	780	1543	8476	-20	672	-6285	86	696	-2000	-1577	400	-1118	-1908	30	208	89	-1	468	1296	77	4326	2570	1579	360	164	146
"12:15"		54350	55400																														
"12:30"	55018	54000	55200	326	3631	1746	44240	801	1566	7645	-20	667	-5585	82							30	208	87	-1	466	1204	77	4168	2238	1237	361	159	146
"12:45"		54550	55650																														
"13:00"	55005	55100	56100	327	3688	1754	44226	805	1563	7800	-34	674	-5802	83	58	-2000	-1742	361	-1120	-2042	30	208	89	-1	466	1212	77	4070	2458	1271	362	163	148
"13:15"		54150	55100																														
"13:30"	54131	53200	54100	327	3839	1771	44338	793	1590	7715	-45	671	-6868	85							30	208	88	-1	468	1227	77	4001	2369	1344	356	164	150
"13:45"		53200	54150																														
"14:00"	53978	53200	54200	327	3882	1855	44259	759	1614	7505	-47	681	-6860	86	949	-2000	-1405	400	-2142	-2310	30	208	88	-1	467	1313	77	4011	2147	1346	362	165	153
"14:15"		53300	54250																														
"14:30"	54055	53400	54300	328	4244	1856	44314	737	1546	7272	-49	675	-6869	92							30	208	89	-1	467	1312	77	3938	2285	1048	354	164	156
"14:45"		52850	53750																														
"15:00"	53079	52300	53200	330	4009	1828	44265	780	1481	6767	-33	680	-7032	89	11	-2000	-1668	400	-2456	-2392	30	208	91	-1	467	1286	77	3864	2002	900	361	163	155
"15:15"		51900	52800																														
"15:30"	52242	51500	52400	324	4149	1845	44314	786	1343	7327	-20	686	-8514	91							30	208	86	-1	466	1303	77	3854	2203	1269	364	167	155
"15:45"		51200	52100																														
"16:00"	51699	50900	51800	327	4093	1841	44310	816	1267	6905	-20	686	-8527	90	-266	-1990	-1855	399	-2463	-2491	30	208	88	-1	466	1299	77	3784	1886	1234	366	164	155
"16:15"		50500	51450																														
"16:30"	51126	50100	51100	326	4133	1844	44251	811	1102	7123	-20	681	-9127	91							30	208	87	-1	467	1301	77	3877	1996	1250	359	165	156
"16:45"		49550	50550																														
"17:00"	50504	49000	50000	335	4064	1841	44205	788	990	6753	-21	687	-9141	91	-712	-2000	-1929	400	-2463	-2526	30	208	96	-1	469	1296	77	3881	1866	1005	361	166	159
"17:15"		48850	49850																														
"17:30"	50043	48700	49700	333	3949	1839	44184	783	790	7108	-20	694	-9618	89							30	208	94	-1	477	1286	77	4022	2090	995	362	166	164
"17:45"		48650	49650																														
"18:00"	50173	48600	49600	326	3927	1829	44259	780	576	7259	-20	694	-9461	89	366	-2000	-1573	400	-2448	-2569	30	208	87	-1	471	1282	77	4013	2262	983	365	165	163
"18:15"		49000	50000																														
"18:30"	50819	49400	50400	327	3770	1811	44263	759	396	7302	-20	687	-8477	86							30	208	88	-1	474	1261	77	4102	2283	916	358	163	164
"18:45"		50200	51200																														
"19:00"	52086	51000	52000	327	3962	1867	44262	751	221	8129	-20	685	-8099	89	-687	-2000	-1694	400	-2463	-2314	30	208	88	-1	430	1361	77	4247	2748	1132	355	165	163
"19:15"		50600	51600																														
"19:30"	52198	50200	51200	328	4322	1866	44252	712	82	9095	-20	693	-9134	93							30	208	89	-1	428	1362	77	4284	3255	1555	361	169	162
"19:45"		49700	50750																														
"20:00"	51878	49200	50300	327	4232	1866	44264	699	8	9018	-20	692	-9210	92	-250	-2000	-2044	400	-2463	-1809	30	208	89	-1	427	1363	77	4386	3169	1461	360	168	162
"20:15"		49300	50400																														
"20:30"	51984	49400	50500	326	4053	1464	44194	682	0	8952	-20	692	-8361	87							30	208	87	-1	420	969	77	4292	3137	1522	362	166	164
"20:45"		49550	50650																														
"21:00"	51021	49700	50800	326	3807	1477	44067	654	0	8671	-20	689	-8650	85	-159	-2000	-1768	23	-2463	-2449	30	208	87	-1	459	942	77	4211	2946	1512	363	160	165
"21:15"		48750	49850																														
"21:30"	49172	47800	48900	326	3597	1448	43889	666	0	7861	-22	698	-9293	83							30	208	88	-1	419	953	77	4114	2569	1177	358	171	168
"21:45"		46950	48100																														
"22:00"	47433	46100	47300	326	3354	1451	43714	723	0	6621	-20	692	-9427	81	1419	-1999	-1917	192	-2463	-2458	30	208	87	-1	419	955	77	4050	2124	446	359	160	171
"22:15"		46050	47250																														
"22:30"	47384	46000	47200	326	3218	1158	43746	721	0	6102	-71	702	-8520	78							30	208	87	-1	421	661	77	3981	1724	397	368	160	174
"22:45"		47500	48700																														
"23:00"	49613	49000	50200	326	3534	1116	43938	688	0	6648	-71	711	-7277	82	2798	-2000	-2410	205	-2313	-1906	30	208	87	-1	421	618	77	4025	2048	573	369	167	174
"23:15"		47950	49100																														
"23:30"	48542	46900	48000	326	3073	676	43621	660	0	5946	-434	711	-6040	75							30	208	87	-1	422	179	77	3864	1670	410	371	166	174
"23:45"		46950	47500																														
"RTE ne pourra �tre tenu responsable de l'usage qui pourrait �tre fait des donn�es mises � disposition"	" ni en cas de pr�visions qui se r�v�leraient impr�cises."																																
																																	
"Journ�e du 13/09/2013"																																	
"Donn�es d�finitives - France"																																	
"Heures"	"Consommation"	"Pr�vision J-1"	"Pr�vision J"	"Fioul"	"Charbon"	"Gaz"	"Nucl�aire"	"Eolien"	"Solaire"	"Hydraulique"	"Pompage"	"Enr thermique"	"Ech. physiques"	"Taux de Co2"	"Ech. comm. Allemagne"	"Ech. comm. Angleterre"	"Ech. comm. Belgique"	"Ech. comm. Espagne"	"Ech. comm. Italie"	"Ech. comm. Suisse"	"Fioul - TAC"	"Fioul - Cog�n."	"Fioul - Autres"	"Gaz - TAC"	"Gaz - Cog�n."	"Gaz - CCG"	"Gaz - Autres"	"Hydraulique - Fil de l?eau + �clus�e"	"Hydraulique - Lacs"	"Hydraulique - STEP turbinage"	"EnR thermique - D�chets"	"EnR thermique - Biomasse"	"EnR thermique - Biogaz"
"00:00"	47998	47000	47600	327	2987	642	43445	615	0	5555	-384	709	-5901	74	1627	-2000	-2303	-900	-2313	-2110	30	208	89	-1	423	143	77	3803	1597	154	368	166	174
"00:15"		45750	46150																														
"00:30"	45471	44500	44700	326	3055	640	43558	593	0	5454	-396	709	-8469	75							30	208	87	-1	419	146	77	3706	1748	0	367	167	174
"00:45"		43300	43600																														
"01:00"	42857	42100	42500	325	2500	640	43120	581	0	5017	-1001	708	-9034	68	-150	-1951	-2252	-185	-2313	-2344	30	208	87	-1	419	145	77	3633	1384	0	370	164	173
"01:15"		42150	42600																														
"01:30"	42218	42200	42700	326	2449	641	43337	608	0	5065	-1573	712	-9347	67							30	208	87	-1	419	145	77	3644	1421	0	371	164	175
"01:45"		42050	42550																														
"02:00"	41733	41900	42400	325	2495	642	43293	620	0	4844	-1687	712	-9511	69	-547	-1951	-2252	-8	-2313	-2736	30	208	87	-1	420	146	77	3603	1241	0	370	166	175
"02:15"		41250	41600																														
"02:30"	41198	40600	40800	326	2520	641	43652	597	0	4525	-1689	712	-10087	69							30	208	87	-1	420	146	77	3592	933	0	371	167	173
"02:45"		39750	40150																														
"03:00"	39570	38900	39500	325	2098	641	42477	586	0	4547	-1664	713	-10155	63	-1783	-1951	-2302	-247	-2313	-2900	30	208	86	-1	419	146	77	3644	903	0	374	164	174
"03:15"		38550	39000																														
"03:30"	38844	38200	38500	325	2178	641	42758	588	0	4677	-1313	717	-11728	64							30	208	87	-1	420	146	77	3624	1053	0	376	166	174
"03:45"		37900	38050																														
"04:00"	37979	37600	37600	326	2069	642	42265	570	0	4408	-1312	717	-11707	63	-1775	-1951	-2302	-698	-2313	-2900	30	208	88	-1	420	146	77	3653	755	0	376	167	174
"04:15"		37600	37700																														
"04:30"	37945	37600	37800	326	2175	642	42702	545	0	4537	-1632	711	-12062	64							30	208	88	-1	420	146	77	3684	852	0	369	167	173
"04:45"		38000	38150																														
"05:00"	38447	38400	38500	325	2257	641	42846	557	0	4580	-1632	708	-11838	65	-1430	-1951	-2252	120	-2313	-2900	30	208	86	-1	419	146	77	3693	887	0	369	167	172
"05:15"		38950	39050																														
"05:30"	39695	39500	39600	325	2329	633	42899	590	0	4703	-1612	704	-10877	66							30	208	86	-1	417	139	77	3735	968	0	363	169	172
"05:45"		40500	40700																														
"06:00"	41291	41500	41800	327	2625	707	43522	579	0	4935	-1525	706	-10586	70	-1034	-1540	-2300	800	-2313	-2895	31	208	87	-1	416	215	77	3759	1175	0	366	170	169
"06:15"		43100	43400																														
"06:30"	44557	44700	45000	326	3143	713	43956	626	0	5265	-983	709	-9200	77							30	208	87	-1	416	221	77	3864	1400	0	368	172	168
"06:45"		46200	46550																														
"07:00"	47847	47700	48100	326	3538	1142	44199	668	0	6619	-74	703	-9275	82	174	-1698	-2008	400	-2328	-2734	30	208	87	-1	416	650	77	4064	2329	225	364	170	167
"07:15"		48600	48950																														
"07:30"	49891	49500	49800	326	3530	1279	44210	693	2	7426	-25	699	-8251	81							30	208	87	-1	415	788	77	4188	2687	550	364	168	166
"07:45"		50200	50300																														
"08:00"	50830	50900	50800	326	3499	1743	44350	727	55	7786	-24	685	-8320	82	-45	-1426	-2011	400	-2463	-1601	30	208	87	-1	416	1251	77	4323	2548	915	355	164	165
"08:15"		51250	51350																														
"08:30"	51991	51600	51900	326	3342	1811	44213	756	198	7917	-20	687	-7241	80							30	208	87	-1	419	1316	77	4391	2301	1224	351	169	166
"08:45"		52200	52250																														
"09:00"	52960	52800	52600	326	3363	1810	44366	765	401	8377	-20	689	-7118	79	1162	-1945	-1915	400	-2313	-1170	30	208	88	-1	419	1315	77	4453	2577	1346	351	172	165
"09:15"		53300	53050																														
"09:30"	53662	53800	53500	326	3242	1761	44337	710	640	8014	-21	684	-6034	77							30	208	87	-1	419	1267	77	4429	2446	1138	346	172	165
"09:45"		54050	53950																														
"10:00"	54368	54300	54400	326	3208	1764	44253	704	877	8060	-20	680	-5486	76	1070	-2000	-2017	400	-1905	-792	30	208	87	-1	426	1262	77	4334	2601	1124	343	173	163
"10:15"		54300	54350																														
"10:30"	54235	54300	54300	325	2924	1724	44361	723	1092	7750	-20	680	-5328	72							30	208	87	-1	426	1223	77	4354	2389	1006	347	170	162
"10:45"		54450	54550																														
"11:00"	54776	54600	54800	326	2661	1826	44313	751	1253	8092	-20	691	-5121	68	1353	-2000	-1860	400	-1773	-983	30	208	87	-1	427	1323	77	4319	2513	1259	356	172	162
"11:15"		54600	54700																														
"11:30"	54965	54600	54600	325	2624	1824	44229	786	1420	7906	-20	697	-4828	68							30	208	86	-1	426	1322	77	4356	2606	944	358	172	167
"11:45"		54700	54900																														
"12:00"	55405	54800	55200	327	2252	1840	44207	819	1523	8494	-20	700	-4739	62	1659	-2000	-1562	-42	-1216	-1007	30	208	88	-1	423	1341	77	4429	2813	1252	357	173	169
"12:15"		54500	54650																														
"12:30"	54752	54200	54100	325	1979	1759	44252	847	1673	7534	-20	695	-4294	58							30	208	86	-1	422	1262	77	4386	2415	732	353	170	171
"12:45"		54750	54750																														
"13:00"	54924	55300	55400	326	2016	1751	44205	903	1723	7585	-20	694	-4262	58	2900	-2000	-1587	-566	-1822	-1298	30	208	88	-1	416	1259	77	4291	2431	862	349	172	172
"13:15"		54200	54250																														
"13:30"	53749	53100	53100	325	1921	1697	44264	962	1842	6730	-20	688	-4662	57							30	208	87	-1	415	1206	77	4225	1903	601	345	170	171
"13:45"		52950	52950																														
"14:00"	53475	52800	52800	327	1841	1691	44170	1025	1816	6306	-20	685	-4368	56	2991	-2000	-1527	-650	-2413	-1376	30	208	88	-1	414	1201	77	4179	1796	330	345	170	169
"14:15"		52900	52850																														
"14:30"	53263	53000	52900	326	2078	1727	44150	1081	1774	6687	-28	682	-5217	59							30	208	87	-1	414	1237	77	4096	1945	645	345	164	172
"14:45"		52300	52200																														
"15:00"	52181	51600	51500	326	1879	1662	44024	1166	1735	6045	-51	680	-5287	57	1784	-2000	-1773	-773	-2463	-1722	30	208	87	-1	414	1172	77	4038	1694	312	342	166	172
"15:15"		51200	51100																														
"15:30"	51259	50800	50700	325	2157	1747	44145	1171	1722	6548	-58	670	-7170	61							30	208	87	-1	413	1258	77	3988	1984	574	340	156	173
"15:45"		50250	50150																														
"16:00"	50571	49700	49600	327	2279	1723	44012	1244	1584	6069	-113	673	-7231	63	1728	-2000	-1978	-892	-2463	-1898	30	208	88	-1	412	1235	77	3904	1841	323	341	157	174
"16:15"		49300	49200																														
"16:30"	49636	48900	48800	327	2289	1688	43868	1294	1449	5887	-83	675	-7759	64							30	208	88	-1	412	1199	77	3933	1780	173	339	159	175
"16:45"		48450	48350																														
"17:00"	49050	48000	47900	327	2353	1659	43830	1356	1269	5573	-256	684	-7748	65	1118	-2000	-2323	-900	-2463	-2035	30	208	88	-1	413	1170	77	3964	1595	13	341	167	174
"17:15"		48100	48000																														
"17:30"	48850	48200	48100	326	2562	1697	44065	1374	1064	6151	-324	680	-8749	68							30	208	88	-1	413	1208	77	4038	1843	269	340	165	174
"17:45"		48100	48050																														
"18:00"	49126	48000	48000	326	2594	1766	43958	1353	835	6399	-176	689	-8620	69	1335	-2000	-2207	-800	-2463	-2077	30	208	87	-1	414	1276	77	4171	1928	299	344	168	176
"18:15"		48400	48400																														
"18:30"	49437	48800	48800	327	2554	1430	43656	1386	566	7200	-21	671	-8334	66							30	208	88	-1	414	940	77	4344	2431	424	328	167	175
"18:45"		49400	49400																														
"19:00"	50374	50000	50000	326	2608	1429	43882	1368	326	8092	-20	688	-8329	66	-68	-2000	-2123	-136	-2463	-1644	30	208	88	-1	414	938	77	4549	2790	753	341	169	177
"19:15"		49650	49800																														
"19:30"	50053	49300	49600	327	2544	1433	43869	1351	110	8383	-20	696	-8643	65							30	208	88	-1	414	942	77	4604	2930	848	346	172	177
"19:45"		49300	49600																														
"20:00"	50054	49300	49600	326	2517	1435	44074	1318	14	8227	-20	702	-8541	65	567	-2000	-1846	-388	-2463	-1548	30	208	87	-1	415	944	77	4607	2893	727	351	172	178
"20:15"		49600	49850																														
"20:30"	50445	49900	50100	326	2488	1300	43926	1331	0	8042	-20	700	-7650	64							30	208	87	-1	414	809	77	4389	2590	1063	351	171	177
"20:45"		49650	49850																														
"21:00"	49688	49400	49600	326	2478	1281	43573	1331	0	7764	-29	703	-7741	65	823	-2000	-2501	-900	-2108	-2127	30	208	88	-1	415	790	77	4173	2431	1159	350	175	177
"21:15"		48550	48700																														
"21:30"	48016	47700	47800	327	2481	1168	43621	1349	0	7729	-382	709	-8987	65							30	208	88	-1	379	713	77	4114	2417	1197	356	176	177
"21:45"		47000	47050																														
"22:00"	46571	46300	46300	326	2229	1158	43221	1384	0	6658	-383	708	-8731	62	2865	-2000	-2348	-900	-1753	-2366	30	208	87	-1	378	703	77	3994	1979	684	356	175	177
"22:15"		46300	46300																														
"22:30"	46594	46300	46300	325	2128	1172	42685	1366	0	5600	-382	703	-7006	62							30	208	86	-1	379	717	77	3945	1655	0	354	174	175
"22:45"		47900	47850																														
"23:00"	49039	49500	49400	325	2355	1316	42861	1349	0	6928	-381	709	-6425	65	3000	-2000	-2389	-900	-1398	-1681	30	208	86	-1	379	860	77	4093	2075	759	356	177	175
"23:15"		48650	48650																														
"23:30"	48121	47800	47900	326	2190	1204	42103	1362	0	5713	-21	703	-5460	64							30	208	87	-1	379	749	77	4025	1688	0	352	176	174
"23:45"		47100	47150																														
"RTE ne pourra �tre tenu responsable de l'usage qui pourrait �tre fait des donn�es mises � disposition"	" ni en cas de pr�visions qui se r�v�leraient impr�cises."																																
																																	
"Journ�e du 14/09/2013"																																	
"Donn�es d�finitives - France"																																	
"Heures"	"Consommation"	"Pr�vision J-1"	"Pr�vision J"	"Fioul"	"Charbon"	"Gaz"	"Nucl�aire"	"Eolien"	"Solaire"	"Hydraulique"	"Pompage"	"Enr thermique"	"Ech. physiques"	"Taux de Co2"	"Ech. comm. Allemagne"	"Ech. comm. Angleterre"	"Ech. comm. Belgique"	"Ech. comm. Espagne"	"Ech. comm. Italie"	"Ech. comm. Suisse"	"Fioul - TAC"	"Fioul - Cog�n."	"Fioul - Autres"	"Gaz - TAC"	"Gaz - Cog�n."	"Gaz - CCG"	"Gaz - Autres"	"Hydraulique - Fil de l?eau + �clus�e"	"Hydraulique - Lacs"	"Hydraulique - STEP turbinage"	"EnR thermique - D�chets"	"EnR thermique - Biomasse"	"EnR thermique - Biogaz"
"00:00"	47290	46400	46600	326	2019	973	41917	1401	0	5384	-21	704	-5414	60	2689	-2000	-2400	-900	-1043	-2159	30	208	87	-1	380	517	77	3851	1533	0	351	177	175
"00:15"		45100	45200																														
"00:30"	44715	43800	43800	327	1716	706	41506	1444	0	4780	-360	714	-6120	55							30	208	88	-4	379	253	77	3522	1257	0	361	174	177
"00:45"		42550	42500																														
"01:00"	41795	41300	41200	326	1091	600	40474	1534	0	4184	-1221	715	-5909	45	2076	-1753	-2329	-900	-1043	-2329	30	208	87	-4	379	145	78	3433	751	0	365	177	173
"01:15"		41400	41150																														
"01:30"	41160	41500	41100	326	932	600	40615	1570	0	4081	-1224	715	-6457	42							30	208	87	-3	380	146	77	3403	678	0	364	176	175
"01:45"		41100	40800																														
